company_id;current_status;industry;industry_category;country;size;overall_score
0013b00001qofacAAA;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Dominican Republic;01-09;94.4
0018000000OO2jDAAT;certified;Books & Media;Consumer Products & Services;United States;250-999;114.7
0018000000OO2jDAAT;certified;Books & Media;Consumer Products & Services;United States;250-999;114.0
0018000000OO2jDAAT;certified;Books & Media;Consumer Products & Services;United States;250;113.0
0018000000OO2jDAAT;certified;Books & Media;Consumer Products & Services;United States;50-249;122.4
001C000001Ui4dmIAB;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;81.1
001C000001Ui4dmIAB;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;81.1
001C000001gZvyrIAC;certified;IT Software & Services/Web Design;Business Products & Services;Spain;50-249;118.6
001C000001UxlL0IAJ;certified;Home & Personal Care;Consumer Products & Services;Canada;50-249;83.3
001C000001UxlL0IAJ;certified;Home & Personal Care;Consumer Products & Services;Canada;50-249;82.1
001C000001NryOJIAZ;certified;Industrial Manufacturing;Business Products & Services;South Korea;01-09;89.1
001C000001NryOJIAZ;certified;Industrial Manufacturing;Business Products & Services;South Korea;01-09;107.3
001C000001MYsY8IAL;certified;Industrial Manufacturing;Business Products & Services;Netherlands The;50-249;98.3
001C000001MYsY8IAL;certified;Industrial Manufacturing;Business Products & Services;Netherlands The;50-249;92.1
0013b00001rItlkAAC;certified;IT Software & Services/Web Design;Business Products & Services;Canada;10-49;82.3
0018000000iDPyOAAW;certified;Machinery & Equipment;Business Products & Services;United States;01-09;80.2
0018000000iDPyOAAW;certified;Machinery & Equipment;Business Products & Services;United States;01-09;86.6
0018000000iDPyOAAW;certified;Machinery & Equipment;Business Products & Services;United States;01-09;122.0
001C000001VMymiIAD;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;50-249;91.4
001C000001VMymiIAD;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;50-249;105.2
001C000001UxQSUIA3;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;91.7
001C000001UxQSUIA3;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;84.3
001C000001WEANPIA5;certified;Agricultural Services;Agriculture;United States;10-49;89.4
001C000001WEANPIA5;certified;Agricultural Services;Agriculture;United States;10-49;83.0
001C000001Wk9nSIAR;certified;Health Insurance;Health & Human Services;United States;50-249;119.3
001C000001Wk9nSIAR;certified;Health Insurance;Health & Human Services;United States;50-249;114.8
001C000001YFkkNIAT;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;10-49;80.2
001C000001c9N6SIAU;certified;Online Marketplace;Retail;Australia;10-49;82.0
001C0000017zlJHIAY;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;80.5
001C0000017zlJHIAY;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;86.7
001C0000017zlJHIAY;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;94.0
0013b00001qFbccAAC;certified;Education & Training Services;Education & Training Services;United States;50-249;88.9
001C000001agK4kIAE;certified;Marketing & Communications Services;Business Products & Services;Germany;10-49;98.0
001C000001agK4kIAE;certified;Marketing & Communications Services;Business Products & Services;Germany;10-49;80.5
001C000001agomiIAA;certified;Other;Business Products & Services;United Kingdom;10-49;100.1
001C000001agomiIAA;certified;Other;Business Products & Services;United Kingdom;01-09;88.6
0013b00001qogIpAAI;certified;Accounting Services;Business Products & Services;United Kingdom;01-09;83.7
001C000001eWAhEIAW;certified;Real Estate Development;Building;Switzerland;250-999;92.8
001C000001Xtl3nIAB;certified;Education & Training Services;Education & Training Services;United States;01-09;95.8
001C000001Xtl3nIAB;certified;Education & Training Services;Education & Training Services;United States;01-09;89.5
001C000001Xtq1aIAB;certified;Education & Training Services;Education & Training Services;Uruguay;10-49;112.8
001C000001Xtq1aIAB;certified;Education & Training Services;Education & Training Services;Uruguay;10-49;84.6
0013b00001nE8doAAC;certified;Other;Business Products & Services;Italy;10-49;81.7
001C000001WvHGxIAN;certified;Education & Training Services;Education & Training Services;Canada;10-49;97.8
001C000001WvHGxIAN;certified;Education & Training Services;Education & Training Services;Canada;01-09;94.0
0013b00001nF3V2AAK;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;0;88.6
0013b00001nF6LrAAK;certified;Agricultural Services;Agriculture;Switzerland;01-09;86.8
001C000001NulkBIAR;certified;Restaurant;Restaurant  Hospitality & Travel;United States;50-249;84.5
001C000001NulkBIAR;certified;Restaurant;Restaurant  Hospitality & Travel;United States;250-999;81.6
0013b00001qogzFAAQ;certified;Research & Design;Business Products & Services;Peru;0;88.7
001C000001R23dgIAB;certified;Other;Financial Services;Australia;01-09;86.8
001C000001R23dgIAB;certified;Other;Financial Services;Australia;01-09;82.7
001C000001R23dgIAB;certified;Other;Financial Services;Australia;01-09;90.0
0013b00001qpNkjAAE;certified;Food & Beverage;Consumer Products & Services;United Kingdom;10-49;84.1
001C000001Xv8knIAB;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Italy;10-49;117.3
001C000001Xv8knIAB;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Italy;10-49;104.1
001C000001aihAwIAI;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;10-49;80.1
001C000001XuAjIIAV;certified;Management and Financial Consulting;Business Products & Services;France;01-09;83.4
001C000001XuAjIIAV;certified;Management and Financial Consulting;Business Products & Services;France;0;84.6
001C000001Z6ozDIAR;certified;Home & Personal Care;Consumer Products & Services;Denmark;0;90.9
001C000001ZzeZ5IAJ;certified;Food & Beverage;Consumer Products & Services;United States;10-49;119.6
001C000001cCIXeIAO;certified;Food & Beverage;Consumer Products & Services;United States;01-09;97.7
0018000000PSEeFAAX;certified;Food & Beverage;Consumer Products & Services;United States;50-249;125.7
0018000000PSEeFAAX;certified;Food & Beverage;Consumer Products & Services;United States;50-249;115.1
0018000000PSEeFAAX;certified;Food & Beverage;Consumer Products & Services;United States;50-249;133.6
0018000000PSEeFAAX;certified;Food & Beverage;Consumer Products & Services;United States;50-249;109.6
001C000001ch7t9IAA;certified;Food & Beverage;Consumer Products & Services;United States;50-249;81.1
0013b00001nEdcjAAC;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United Kingdom;50-249;95.0
001C000001YGlGxIAL;certified;Investment Advisor;Financial Services;United States;10-49;96.7
0013b00001qGaKTAA0;certified;Fine Arts;Consumer Products & Services;United Kingdom;01-09;87.4
0013b00001nEtVuAAK;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;50-249;85.3
0013b00001uMoyjAAC;certified;Food & Beverage;Consumer Products & Services;Canada;0;81.4
0013b00001uNym2AAC;certified;Sustainability Consulting;Business Products & Services;United Kingdom;10-49;99.0
001C000001VbpWkIAJ;certified;IT Software & Services/Web Design;Business Products & Services;Colombia;250-999;91.5
001C000001VbpWkIAJ;certified;IT Software & Services/Web Design;Business Products & Services;Colombia;250-999;85.2
001C000001ZzcscIAB;certified;Research & Design;Business Products & Services;United States;01-09;85.9
0013b00001onnliAAA;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;01-09;84.4
0013b00001ooCFXAA2;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United Kingdom;01-09;92.6
0013b00001qH4w6AAC;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;109.0
0013b00001rFHRHAA4;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;50-249;80.2
001C000001CH8v6IAD;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;80.1
001C000001CH8v6IAD;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;92.8
001C000001CH8v6IAD;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;111.0
001C000001R0tn1IAB;certified;IT Software & Services/Web Design;Business Products & Services;Brazil;10-49;89.0
001C000001R0tn1IAB;certified;IT Software & Services/Web Design;Business Products & Services;Brazil;01-09;84.9
001C000001eXlvhIAC;certified;Management and Financial Consulting;Business Products & Services;United States;01-09;80.7
001C000001eXfOfIAK;certified;Education & Training Services;Education & Training Services;Peru;1000;85.8
0013b00001p0vmeAAA;certified;Real Estate Development;Building;United Kingdom;10-49;86.0
0013b00001p0ZuBAAU;certified;Food & Beverage;Consumer Products & Services;United States;0;105.6
0013b00001p10hXAAQ;certified;Food & Beverage;Consumer Products & Services;United Kingdom;10-49;88.5
0013b00001p1qraAAA;certified;Research & Design;Business Products & Services;Netherlands The;01-09;85.2
0013b00001p1x0MAAQ;certified;Equity Investor - Developed Markets;Financial Services;Netherlands The;0;139.7
0013b00001p2Vn5AAE;certified;Equity Investor - Developed Markets;Financial Services;United Kingdom;50-249;116.2
0013b00001t8WsFAAU;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;0;103.7
0013b00001vPMCZAA4;certified;Storefront;Retail;United Kingdom;01-09;112.6
001C0000015oUj9IAE;certified;Other;Financial Services;Canada;1000;96.5
001C0000015oUj9IAE;certified;Other;Financial Services;Canada;1000;97.8
001C0000015oUj9IAE;certified;Other;Financial Services;Canada;250;97.7
0013b00001tABSEAA4;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;250-999;90.0
0013b00001qE25ZAAS;certified;HR Consulting & Recruiting;Business Products & Services;United Kingdom;01-09;81.2
0013b00001tASwsAAG;certified;Investment Advisor;Financial Services;United Kingdom;01-09;104.4
001C000000u4UL5IAM;certified;Management and Financial Consulting;Business Products & Services;United States;0;97.1
001C000000u4UL5IAM;certified;Management and Financial Consulting;Business Products & Services;United States;0;84.3
001C000000u4UL5IAM;certified;Management and Financial Consulting;Business Products & Services;United States;0;86.5
001C000000u4UL5IAM;certified;Management and Financial Consulting;Business Products & Services;United States;0;118.5
0013b00001tAyi2AAC;certified;Real Estate Development;Building;United Kingdom;01-09;96.6
001C0000011aXnvIAE;certified;Food & Beverage;Consumer Products & Services;United States;50-249;98.7
001C0000011aXnvIAE;certified;Food & Beverage;Consumer Products & Services;United States;50-249;108.9
0013b00001qF928AAC;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;0;80.4
0013b00001qF9vTAAS;certified;Food & Beverage;Consumer Products & Services;United States;0;109.3
0013b00001qFQqMAAW;certified;Architecture/Design/Planning;Building;United Kingdom;10-49;84.3
0013b00001p1lisAAA;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;01-09;82.1
0013b00001qFraxAAC;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;United States;01-09;103.6
0013b00001qFwnjAAC;certified;Forest Management;Energy & Environmental Services;Netherlands The;10-49;101.6
0018000000UVFK8AAP;certified;Facilities  Grounds & Maintenance;Business Products & Services;United States;01-09;84.3
0018000000UVFK8AAP;certified;Facilities  Grounds & Maintenance;Business Products & Services;United States;01-09;97.8
0018000000UVFK8AAP;certified;Facilities  Grounds & Maintenance;Business Products & Services;United States;01-09;87.3
0018000000UVFK8AAP;certified;Facilities  Grounds & Maintenance;Business Products & Services;United States;01-09;81.8
001C000001iCunFIAS;certified;Food & Beverage;Consumer Products & Services;Australia;10-49;84.6
001C000001iC20YIAS;certified;Investment Advisor;Financial Services;United States;01-09;92.5
0013b00001qHFEYAA4;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Netherlands The;01-09;102.6
0013b00001qHPRTAA4;certified;Marketing & Communications Services;Business Products & Services;Netherlands The;50-249;88.7
0013b00001u8AvDAAU;certified;Accounting Services;Business Products & Services;United Kingdom;0;91.4
0013b00001qHVMkAAO;certified;Education & Training Services;Education & Training Services;Australia;50-249;81.6
0013b00001qHwaQAAS;certified;HR Consulting & Recruiting;Business Products & Services;Netherlands The;01-09;88.2
001C0000015noFxIAI;certified;Food & Beverage;Consumer Products & Services;Canada;50-249;92.5
001C0000015noFxIAI;certified;Food & Beverage;Consumer Products & Services;Canada;50-249;96.5
001C0000015noFxIAI;certified;Food & Beverage;Consumer Products & Services;Canada;50-249;94.8
001C000001mWAIjIAO;certified;IT Software & Services/Web Design;Business Products & Services;Argentina;50-249;80.4
001C000001iwIU0IAM;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;84.9
001C000001R05ODIAZ;certified;Home & Personal Care;Consumer Products & Services;Italy;10-49;100.4
001C000001R05ODIAZ;certified;Home & Personal Care;Consumer Products & Services;Italy;10-49;80.1
0013b00001qoJv6AAE;certified;;;Italy;01-09;80.6
001C000001iwuyqIAA;certified;Growers;Agriculture;United States;50-249;95.1
0013b00001qp48NAAQ;certified;Electronics;Consumer Products & Services;United Kingdom;10-49;87.6
001C000001jfnmPIAQ;certified;Rental Services;Business Products & Services;Brazil;1000;83.4
0013b00001vKYV2AAO;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;81.0
001C000001K0rdNIAR;certified;Credit Provider;Financial Services;United States;10-49;146.8
001C0000014OBK5IAO;certified;Other;Consumer Products & Services;United States;10-49;103.1
001C0000014OBK5IAO;certified;Other;Consumer Products & Services;United States;10-49;117.4
001C0000014OBK5IAO;certified;Other;Consumer Products & Services;United States;01-09;130.7
0013b00001rFHo6AAG;certified;Food & Beverage;Consumer Products & Services;Netherlands The;50-249;96.4
0013b00001rFnz5AAC;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Netherlands The;10-49;84.5
001C000001KmkXLIAZ;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;91.7
001C000001KmkXLIAZ;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;85.2
001C000001KmkXLIAZ;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;88.4
001C000001YHr0bIAD;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;110.0
001C000001YHr0bIAD;certified;IT Software & Services/Web Design;Business Products & Services;United States;0;116.4
0013b00001rFRcrAAG;certified;Hospitality;Restaurant  Hospitality & Travel;United Kingdom;250-999;80.3
001C000001VbRLtIAN;certified;Management and Financial Consulting;Business Products & Services;United Kingdom;01-09;90.2
0013b00001rG720AAC;certified;Other;Business Products & Services;Netherlands The;10-49;81.5
001C000001a0zBnIAI;certified;Other;Business Products & Services;United States;10-49;86.8
001C000001njDhVIAU;certified;Storefront;Retail;United States;01-09;99.5
0013b00001rGTz9AAG;certified;Food & Beverage;Consumer Products & Services;Netherlands The;01-09;108.5
001C000001lP1pEIAS;certified;Contractors & Builders;Building;India;10-49;96.2
0013b00001rH5bxAAC;certified;Research & Design;Business Products & Services;France;01-09;89.4
001C000001VamPZIAZ;certified;Insurance;Financial Services;Canada;01-09;89.0
001C000001VamPZIAZ;certified;Insurance;Financial Services;Canada;01-09;84.5
0013b00001qorFGAAY;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;Brazil;1000;87.2
0013b00001s7hhJAAQ;certified;Travel & Leisure;Restaurant  Hospitality & Travel;Norway;01-09;81.6
001C000001mMcQvIAK;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;10-49;84.9
001C000001mMS7kIAG;certified;Travel & Leisure;Restaurant  Hospitality & Travel;United States;01-09;98.7
001C000001mVesLIAS;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;91.4
001C000001mWTkpIAG;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;80.5
0013b00001ss9wMAAQ;certified;Food & Beverage;Consumer Products & Services;United Kingdom;01-09;87.9
0013b00001t8pdiAAA;certified;Industrial Manufacturing;Business Products & Services;Netherlands The;01-09;97.2
001C0000014OszjIAC;certified;Education & Training Services;Education & Training Services;Chile;250-999;89.4
001C0000014OszjIAC;certified;Education & Training Services;Education & Training Services;Chile;250-999;97.9
001C0000014OszjIAC;certified;Education & Training Services;Education & Training Services;Chile;50-249;81.4
001C000001NsoIGIAZ;certified;Food & Beverage;Consumer Products & Services;United States;10-49;90.5
001C000001NsoIGIAZ;certified;Food & Beverage;Consumer Products & Services;United States;10-49;95.7
001C000001NvpwmIAB;certified;Agricultural Services;Agriculture;United States;10-49;85.6
001C000001NvpwmIAB;certified;Agricultural Services;Agriculture;United States;10-49;87.0
001C000001P8HtJIAV;certified;Recycling Services & Waste Management;Energy & Environmental Services;United States;10-49;119.5
001C000001P8HtJIAV;certified;Recycling Services & Waste Management;Energy & Environmental Services;United States;10-49;115.8
001C000001Q2cUMIAZ;certified;Storefront;Retail;United States;01-09;80.5
001C000001Q4JQGIA3;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;90.3
001C000001Q4JQGIA3;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;84.6
001C000001Q4Ue4IAF;certified;Investment Advisor;Financial Services;United States;10-49;84.6
001C000001NunClIAJ;certified;Merchant Services;Business Products & Services;Argentina;250-999;92.2
001C000001R0NFPIA3;certified;Recycling Services & Waste Management;Energy & Environmental Services;United States;01-09;110.6
001C000001R0NFPIA3;certified;Recycling Services & Waste Management;Energy & Environmental Services;United States;01-09;118.1
0013b00001tB3FBAA0;certified;Agricultural Services;Agriculture;Italy;50-249;90.6
001C000001T047oIAB;certified;Marketing & Communications Services;Business Products & Services;Australia;01-09;82.6
001C000001T047oIAB;certified;Marketing & Communications Services;Business Products & Services;Australia;10-49;96.6
0013b00001tBjF3AAK;certified;IT Software & Services/Web Design;Business Products & Services;Italy;10-49;114.6
001C0000016ou0QIAQ;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United States;10-49;122.3
001C0000016ou0QIAQ;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United States;10-49;106.1
001C0000016ou0QIAQ;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United States;10-49;117.5
001C000001R1ehEIAR;certified;Food & Beverage;Consumer Products & Services;Canada;50-249;98.2
001C000001R1ehEIAR;certified;Food & Beverage;Consumer Products & Services;Canada;01-09;98.8
001C000001R258HIAR;certified;Electronics;Consumer Products & Services;United States;10-49;92.5
001C000001R258HIAR;certified;Electronics;Consumer Products & Services;United States;10-49;91.3
0013b00001s7gRZAAY;certified;IT Software & Services/Web Design;Business Products & Services;Netherlands The;1000;89.2
001C000001R2BsKIAV;certified;Credit Provider;Financial Services;Canada;50-249;80.8
001C000001SJZfHIAX;certified;Restaurant;Restaurant  Hospitality & Travel;United States;50-249;104.5
001C000001SJZfHIAX;certified;Restaurant;Restaurant  Hospitality & Travel;United States;250-999;80.1
001C000001bTLapIAG;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;115.5
001C000001bTLapIAG;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;83.3
001C000001cD53eIAC;certified;Rental Services;Business Products & Services;Spain;10-49;84.9
001C000001cD53eIAC;certified;Rental Services;Business Products & Services;Spain;10-49;84.7
001C000001agPiVIAU;certified;Investment Advisor;Financial Services;Switzerland;10-49;83.8
001C000001DyiNIIAZ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Netherlands The;01-09;124.7
001C000001DyiNIIAZ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Netherlands The;01-09;87.7
001C000001DyiNIIAZ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Netherlands The;01-09;91.2
001C000001iCSb9IAG;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;01-09;97.4
001C000001lOu0mIAC;certified;Sustainability Consulting;Business Products & Services;Switzerland;01-09;93.4
001C000001UAtK9IAL;certified;IT Software & Services/Web Design;Business Products & Services;France;10-49;82.1
0013b00001u7vG1AAI;certified;Online Marketplace;Retail;United Kingdom;10-49;101.7
0013b00001u88zGAAQ;certified;Telecommunications;Business Products & Services;United Kingdom;01-09;80.8
0013b00001u894QAAQ;certified;;;United Kingdom;01-09;100.2
0013b00001rGU9YAAW;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;10-49;84.7
001C000001ckiJjIAI;certified;Food & Beverage;Consumer Products & Services;Spain;250-999;85.2
001C000001Va6GtIAJ;certified;Management and Financial Consulting;Business Products & Services;United States;0;96.9
001C000001YH8j3IAD;certified;Investment Advisor;Financial Services;United States;01-09;96.6
001C000001YH8j3IAD;certified;Investment Advisor;Financial Services;United States;01-09;84.8
001C000001Z8AMaIAN;certified;Management and Financial Consulting;Business Products & Services;Denmark;10-49;86.5
0013b00001o46hbAAA;certified;Hospitality;Restaurant  Hospitality & Travel;Chile;250-999;90.2
0013b00001o4OFOAA2;certified;Marketing & Communications Services;Business Products & Services;Spain;10-49;80.2
0013b00001uMErQAAW;certified;Research & Design;Business Products & Services;Colombia;10-49;87.1
0013b00001uOASRAA4;certified;Food & Beverage;Consumer Products & Services;United Kingdom;01-09;90.3
001C000001nk6OxIAI;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;91.2
0013b00001ooNmDAAU;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;86.6
0013b00001y8KL9AAM;certified;IT Software & Services/Web Design;Business Products & Services;Canada;01-09;85.8
0013b00001nECdUAAW;certified;Investment Advisor;Financial Services;United Kingdom;01-09;149.2
0018000000PSEX4AAP;certified;Food & Beverage;Consumer Products & Services;United States;1000;82.2
0018000000PSEX4AAP;certified;Food & Beverage;Consumer Products & Services;United States;1000;105.1
0018000000PSEX4AAP;certified;Food & Beverage;Consumer Products & Services;United States;250;114.6
0013b00001p0jDdAAI;certified;Growers;Agriculture;United States;50-249;81.8
001C000001eW6jBIAS;certified;Management and Financial Consulting;Business Products & Services;Australia;10-49;102.6
001C000001eW6jBIAS;certified;Management and Financial Consulting;Business Products & Services;Australia;01-09;89.2
0013b00001p1AwAAAU;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;83.4
001C0000019rYxhIAE;certified;Machinery & Equipment;Business Products & Services;Netherlands The;10-49;158.6
001C0000019rYxhIAE;certified;Machinery & Equipment;Business Products & Services;Netherlands The;10-49;131.0
001C000001gjc3nIAA;certified;Home & Personal Care;Consumer Products & Services;Portugal;10-49;86.1
001C000001MW3aeIAD;certified;Home & Personal Care;Consumer Products & Services;Australia;10-49;108.9
001C000001MW3aeIAD;certified;Home & Personal Care;Consumer Products & Services;Australia;01-09;101.1
001C000001C4XBSIA3;certified;Sustainability Consulting;Business Products & Services;Australia;10-49;93.4
0013b00001qov1UAAQ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Dominican Republic;0;85.9
001C000000wDU7EIAW;certified;Home & Personal Care;Consumer Products & Services;Canada;10-49;117.3
001C000000wDU7EIAW;certified;Home & Personal Care;Consumer Products & Services;Canada;01-09;118.5
001C000000wDU7EIAW;certified;Home & Personal Care;Consumer Products & Services;Canada;01-09;119.4
001C000000wDU7EIAW;certified;Home & Personal Care;Consumer Products & Services;Canada;01-09;85.2
001C000001BVQtFIAX;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;84.1
001C000001BVQtFIAX;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;81.8
001C000001MVpBpIAL;certified;Management and Financial Consulting;Business Products & Services;Germany;01-09;85.9
001C000001MVpBpIAL;certified;Management and Financial Consulting;Business Products & Services;Germany;10-49;84.1
001C000001MVpBpIAL;certified;Management and Financial Consulting;Business Products & Services;Germany;01-09;112.3
001C000001WvM64IAF;certified;Other;Media;China;10-49;84.7
001C000001WvM64IAF;certified;Other;Media;China;01-09;86.9
0013b00001p3RR1AAM;certified;Food & Beverage;Consumer Products & Services;United States;01-09;99.7
001C0000012GO8GIAW;certified;Marketing & Communications Services;Business Products & Services;Canada;01-09;98.6
001C0000012GO8GIAW;certified;Marketing & Communications Services;Business Products & Services;Canada;10-49;92.1
001C000001NrvI7IAJ;certified;IT Software & Services/Web Design;Business Products & Services;Australia;10-49;92.8
001C000001NrvI7IAJ;certified;IT Software & Services/Web Design;Business Products & Services;Australia;10-49;94.2
001C000001gjavSIAQ;certified;Sustainability Consulting;Business Products & Services;United Kingdom;01-09;101.7
001C000001gjavSIAQ;certified;Sustainability Consulting;Business Products & Services;United Kingdom;01-09;99.2
001C000001gzLPvIAM;certified;Pharmaceuticals & Supplies;Health & Human Services;Spain;1000;100.6
001C000001JdKv0IAF;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Australia;50-249;83.8
001C000001JdKv0IAF;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Australia;10-49;83.6
001C000001JdKv0IAF;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Australia;10-49;86.2
001C000001ivqdfIAA;certified;Food & Beverage;Consumer Products & Services;Australia;10-49;81.2
001C000001bTKpcIAG;certified;Insurance;Financial Services;United Kingdom;10-49;84.0
001C000001K1j3sIAB;certified;Other;Financial Services;United States;10-49;83.9
0013b00001qErXvAAK;certified;IT Software & Services/Web Design;Business Products & Services;France;10-49;85.3
001C000001aibYgIAI;certified;Agricultural Services;Agriculture;Peru;01-09;82.9
001C0000016ZV2hIAG;certified;HR Consulting & Recruiting;Business Products & Services;United States;10-49;98.7
001C0000016ZV2hIAG;certified;HR Consulting & Recruiting;Business Products & Services;United States;10-49;114.4
001C0000016ZV2hIAG;certified;HR Consulting & Recruiting;Business Products & Services;United States;10-49;112.6
001C000001TZmKGIA1;certified;Food & Beverage;Consumer Products & Services;France;250-999;88.3
0013b00001qFXBkAAO;certified;;;Canada;01-09;126.4
001C000001bWsBLIA0;certified;Food & Beverage;Consumer Products & Services;United Kingdom;10-49;87.9
001C000001LPJ4XIAX;certified;Transportation & Logistics;Transportation & Logistics;Australia;50-249;94.3
001C000001LPJ4XIAX;certified;Transportation & Logistics;Transportation & Logistics;Australia;50-249;87.8
0013b00001qGjE0AAK;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;81.5
0018000000Q0vvMAAR;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;137.6
0018000000Q0vvMAAR;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;85.9
0018000000Q0vvMAAR;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;123.9
0018000000Q0vvMAAR;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;140.0
0018000000Q0vvMAAR;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;124.2
0013b00001qHo8EAAS;certified;IT Software & Services/Web Design;Business Products & Services;Canada;01-09;102.4
0013b00001y5gIYAAY;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United Kingdom;01-09;108.5
0013b00001rFJYQAA4;certified;Pharmaceuticals & Supplies;Health & Human Services;United States;50-249;82.3
0013b00001p21FEAAY;certified;Home & Personal Care;Consumer Products & Services;New Zealand;01-09;103.0
0013b00001s7a6uAAA;certified;Marketing & Communications Services;Business Products & Services;United States;50-249;84.8
001C000001BGVocIAH;certified;Legal;Legal Services;United States;01-09;84.8
001C000001BGVocIAH;certified;Legal;Legal Services;United States;0;87.2
001C000001BGVocIAH;certified;Legal;Legal Services;United States;0;89.3
0013b00001ssKclAAE;certified;Equity Investor - Developed Markets;Financial Services;Canada;01-09;98.7
001C000001nG2XaIAK;certified;Sustainability Consulting;Business Products & Services;United States;01-09;100.8
0013b00001ooZ62AAE;certified;;;New Zealand;0;112.9
001C000001WEhjlIAD;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;95.3
001C000001WEhjlIAD;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;99.5
001C000000zjQL3IAM;certified;Catering & Meeting/Event Management;Business Products & Services;United States;01-09;90.0
001C000000zjQL3IAM;certified;Catering & Meeting/Event Management;Business Products & Services;United States;10-49;83.4
001C000000zjQL3IAM;certified;Catering & Meeting/Event Management;Business Products & Services;United States;10-49;80.4
001C000000zjQL3IAM;certified;Catering & Meeting/Event Management;Business Products & Services;United States;10-49;81.7
001C000001h3HrIIAU;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;Australia;10-49;80.3
0013b00001uO7XJAA0;certified;Healthcare Providers;Health & Human Services;Canada;01-09;84.0
0018000000OO2lJAAT;certified;Food & Beverage;Consumer Products & Services;United States;10-49;133.8
