company_id;current_status;industry;industry_category;country;size;overall_score
0013b00001p1odRAAQ;certified;Accounting Services;Business Products & Services;Australia;50-249;84.1
0013b00001qFa1wAAC;certified;Storefront;Retail;United States;50-249;83.5
0013b00001s7MqwAAE;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Australia;0;127.0
001C0000014ykRmIAI;certified;Food & Beverage;Consumer Products & Services;Argentina;10-49;86.9
0018000000eGk2KAAS;certified;Food & Beverage;Consumer Products & Services;United States;50-249;100.5
0018000000eGk2KAAS;certified;Food & Beverage;Consumer Products & Services;United States;10-49;110.3
001C000001dgUxzIAE;certified;Contractors & Builders;Building;United States;10-49;137.2
001C000001dgUxzIAE;certified;Contractors & Builders;Building;United States;10-49;121.7
001C000000wC9fpIAC;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Turkey;01-09;93.2
001C000000wC9fpIAC;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Turkey;01-09;123.8
001C000000wC9fpIAC;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Turkey;01-09;127.9
0013b00001wsROyAAM;certified;IT Software & Services/Web Design;Business Products & Services;Australia;01-09;83.1
0013b00001p0nDpAAI;certified;Food & Beverage;Consumer Products & Services;Australia;50-249;85.6
0013b00001vOAG8AAO;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;10-49;92.2
0013b00001rIhAZAA0;certified;Research & Design;Business Products & Services;United States;01-09;86.4
0013b00001s7TSmAAM;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;82.7
0013b00001p3VU1AAM;certified;Food & Beverage;Consumer Products & Services;United States;01-09;101.8
0013b00001p0kNzAAI;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;82.3
0013b00001o3v0sAAA;certified;Home & Personal Care;Consumer Products & Services;Spain;01-09;87.6
001C000001k9dXHIAY;certified;Other;Consumer Products & Services;Paraguay;250-999;81.8
0013b00001u87NgAAI;certified;IT Software & Services/Web Design;Business Products & Services;Belgium;10-49;99.6
0013b00001p1slqAAA;certified;Food & Beverage;Consumer Products & Services;United States;50-249;87.4
001C000001a2OxbIAE;certified;Energy Efficiency & Consulting;Energy & Environmental Services;France;01-09;90.2
001C000001a2OxbIAE;certified;Energy Efficiency & Consulting;Energy & Environmental Services;France;01-09;82.4
0018000000Rr4BZAAZ;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;250-999;83.6
0018000000Rr4BZAAZ;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;250-999;86.2
0018000000Rr4BZAAZ;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;250-999;84.3
0013b00001vPKirAAG;certified;Research & Design;Business Products & Services;United States;01-09;84.5
0013b00001uPNlqAAG;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;81.0
001C000001DiNUMIA3;certified;Sustainability Consulting;Business Products & Services;Brazil;50-249;83.0
0013b00001rGhSYAA0;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;84.6
001C000001iwgrIIAQ;certified;Marketing & Communications Services;Business Products & Services;Argentina;01-09;81.3
0013b00001p49CQAAY;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;109.3
0013b00001qFrJoAAK;certified;Investment Advisor;Financial Services;Brazil;10-49;98.8
001C000001NOLanIAH;certified;Automotive Sales & Repair;Consumer Products & Services;United States;10-49;80.5
001C000001NOLanIAH;certified;Automotive Sales & Repair;Consumer Products & Services;United States;10-49;83.1
001C000001NsbpnIAB;certified;Food & Beverage;Consumer Products & Services;United States;10-49;82.5
0013b00001qEOkbAAG;certified;Sustainability Consulting;Business Products & Services;United Kingdom;0;130.8
001C000001FhJHVIA3;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Chile;0;90.5
001C000001FhJHVIA3;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Chile;0;84.2
0013b00001vLwCeAAK;certified;Research & Design;Business Products & Services;United States;0;82.5
0013b00001qEb5GAAS;certified;Equity Investor - Developed Markets;Financial Services;United Kingdom;01-09;84.3
001C000001k9PqZIAU;certified;Management and Financial Consulting;Business Products & Services;United Kingdom;0;80.4
0013b00001nEvAQAA0;certified;Research & Design;Business Products & Services;United Kingdom;0;80.9
0013b00001nDs3IAAS;certified;Research & Design;Business Products & Services;Singapore;10-49;86.8
0013b00001p2gZqAAI;certified;Research & Design;Business Products & Services;United Kingdom;01-09;92.1
001C000000rp2mlIAA;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;168.6
001C000000rp2mlIAA;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;101.7
001C000000rp2mlIAA;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;83.6
001C000000rp2mlIAA;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;98.1
0013b00001rGgJtAAK;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Australia;01-09;100.1
0013b00001uOBQtAAO;certified;;;United Kingdom;01-09;98.3
001C000001SzUNVIA3;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;84.5
001C000001SzUNVIA3;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;82.6
0013b00001qECc6AAG;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;92.7
0013b00001tBW6yAAG;certified;Food & Beverage;Consumer Products & Services;United Kingdom;1000;90.2
0013b00001rFgE5AAK;certified;IT Software & Services/Web Design;Business Products & Services;United States;01-09;103.5
0013b00001p4JG9AAM;certified;Research & Design;Business Products & Services;United States;10-49;84.0
0013b00001s7bglAAA;certified;IT Software & Services/Web Design;Business Products & Services;Canada;01-09;88.5
001C0000016bksXIAQ;certified;Legal;Legal Services;United States;01-09;100.8
001C0000016bksXIAQ;certified;Legal;Legal Services;United States;01-09;100.9
001C0000016bksXIAQ;certified;Legal;Legal Services;United States;01-09;86.7
001C0000016bksXIAQ;certified;Legal;Legal Services;United States;01-09;80.5
0018000000OO2lFAAT;certified;IT Software & Services/Web Design;Business Products & Services;United States;50-249;95.2
0018000000OO2lFAAT;certified;IT Software & Services/Web Design;Business Products & Services;United States;50-249;94.5
0018000000OO2lFAAT;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;85.0
0018000000OO2lFAAT;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;90.4
001C000001BX71lIAD;certified;Research & Design;Business Products & Services;United States;01-09;94.4
001C000001BX71lIAD;certified;Research & Design;Business Products & Services;United States;01-09;97.1
001C000001BX71lIAD;certified;Research & Design;Business Products & Services;United States;01-09;95.6
0013b00001vNvKTAA0;certified;Online Marketplace;Retail;Australia;01-09;84.6
001C000001bW7OtIAK;certified;Agricultural Services;Agriculture;United States;01-09;84.9
001C000001bW7OtIAK;certified;Agricultural Services;Agriculture;United States;01-09;90.9
001C000000v7s73IAA;certified;Food & Beverage;Consumer Products & Services;Canada;10-49;96.5
001C000000v7s73IAA;certified;Food & Beverage;Consumer Products & Services;Canada;10-49;88.1
001C000000v7s73IAA;certified;Food & Beverage;Consumer Products & Services;Canada;10-49;85.7
001C000000v7s73IAA;certified;Food & Beverage;Consumer Products & Services;Canada;10-49;82.5
001C000001gZ4MRIA0;certified;Home & Personal Care;Consumer Products & Services;Argentina;1000;92.0
001C000001SJ5aFIAT;certified;Management and Financial Consulting;Business Products & Services;United Kingdom;10-49;88.5
001C000001iwlUVIAY;certified;IT Software & Services/Web Design;Business Products & Services;United States;10-49;80.2
001C000001af1LrIAI;certified;Travel & Leisure;Restaurant  Hospitality & Travel;Peru;10-49;86.4
001C000001LkCjfIAF;certified;Restaurant;Restaurant  Hospitality & Travel;United States;50-249;82.4
001C000001LkCjfIAF;certified;Restaurant;Restaurant  Hospitality & Travel;United States;10-49;83.5
001C000001Jcj7RIAR;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;80.7
001C000001Jcj7RIAR;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;87.4
001C000001Jcj7RIAR;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;99.9
001C000001giMn6IAE;certified;Nonprofit Consulting & Fundraising;Business Products & Services;United Kingdom;10-49;89.0
001C000001P7MLyIAN;certified;Management and Financial Consulting;Business Products & Services;Luxembourg;10-49;121.8
001C000001P7MLyIAN;certified;Management and Financial Consulting;Business Products & Services;Luxembourg;10-49;119.7
001C000001a2ly6IAA;certified;Restaurant;Restaurant  Hospitality & Travel;Denmark;50-249;82.0
0013b00001p1TKDAA2;certified;Food & Beverage;Consumer Products & Services;United Kingdom;10-49;83.2
001C000001CH8JLIA1;certified;Machinery & Equipment;Business Products & Services;Italy;10-49;82.2
001C000001CH8JLIA1;certified;Machinery & Equipment;Business Products & Services;Italy;10-49;96.0
001C000001CH8JLIA1;certified;Machinery & Equipment;Business Products & Services;Italy;10-49;84.2
001C000001gjGYFIA2;certified;Management and Financial Consulting;Business Products & Services;Argentina;0;81.9
001C000001Xw3ktIAB;certified;Health Insurance;Health & Human Services;Canada;10-49;87.7
001C000001Xw3ktIAB;certified;Health Insurance;Health & Human Services;Canada;01-09;87.5
0013b00001qoGc6AAE;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;01-09;113.7
001C000001WFNPhIAP;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;89.4
001C000001WFNPhIAP;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;82.3
0013b00001uLq8PAAS;certified;Research & Design;Business Products & Services;United States;0;80.1
0013b00001vMlvUAAS;certified;Sustainability Consulting;Business Products & Services;Italy;50-249;82.9
0013b00001twU7xAAE;certified;Catering & Meeting/Event Management;Business Products & Services;United Kingdom;10-49;97.6
001C000000r37OOIAY;certified;Equity Investor - Emerging Markets;Financial Services;United States;01-09;94.6
001C000000r37OOIAY;certified;Equity Investor - Emerging Markets;Financial Services;United States;01-09;101.2
001C000000r37OOIAY;certified;Equity Investor - Emerging Markets;Financial Services;United States;01-09;110.9
001C000000r37OOIAY;certified;Equity Investor - Emerging Markets;Financial Services;United States;01-09;108.2
0013b00001vPP72AAG;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United Kingdom;0;91.2
0013b00001nF5vaAAC;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United Kingdom;50-249;107.4
001C000001Yt7T8IAJ;certified;Machinery & Equipment;Business Products & Services;Belgium;1000;90.4
0018000000knYgdAAE;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;81.9
0018000000knYgdAAE;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;80.6
001C000001dfggUIAQ;certified;Equity Investor - Developed Markets;Financial Services;Belgium;10-49;108.9
001C000001mWkxfIAC;certified;Equity Investor - Developed Markets;Financial Services;Canada;10-49;86.1
001C000001iu6XrIAI;certified;Other;Education & Training Services;Germany;10-49;80.5
0013b00001vJnUfAAK;certified;IT Software & Services/Web Design;Business Products & Services;Canada;01-09;110.7
001C000001P7kMmIAJ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Brazil;10-49;81.5
001C000001P7kMmIAJ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Brazil;01-09;85.5
001C0000015qtwFIAQ;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;Argentina;01-09;82.9
001C0000015qtwFIAQ;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;Argentina;10-49;97.4
001C0000015qtwFIAQ;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;Argentina;10-49;88.4
0013b00001uNOXCAA4;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;10-49;94.9
0013b00001wsDSzAAM;certified;Research & Design;Business Products & Services;Australia;01-09;95.4
001C000001aiIeVIAU;certified;Environmental Remediation;Energy & Environmental Services;United States;10-49;119.8
001C000001aiIeVIAU;certified;Environmental Remediation;Energy & Environmental Services;United States;10-49;121.2
0013b00001nEdZcAAK;certified;Waste Management;Energy & Environmental Services;Ecuador;10-49;90.7
001C000001MNDCRIA5;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;116.6
001C000001MNDCRIA5;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;10-49;94.6
0018000000PSEoKAAX;certified;Management and Financial Consulting;Business Products & Services;United States;50-249;87.1
0018000000PSEoKAAX;certified;Management and Financial Consulting;Business Products & Services;United States;50-249;96.0
0018000000PSEoKAAX;certified;Management and Financial Consulting;Business Products & Services;United States;50-249;80.7
001C000001P6xa6IAB;certified;Investment Advisor;Financial Services;France;01-09;87.4
001C000001P6xa6IAB;certified;Investment Advisor;Financial Services;France;01-09;91.4
0013b00001tAS1rAAG;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;10-49;80.0
0013b00001tBX9ZAAW;certified;Jewelry;Consumer Products & Services;United Kingdom;0;108.3
001C000001HXffeIAD;certified;Education & Training Services;Education & Training Services;United States;01-09;99.6
001C000001HXffeIAD;certified;Education & Training Services;Education & Training Services;United States;01-09;86.2
001C000001KmcxVIAR;certified;Restaurant;Restaurant  Hospitality & Travel;United States;10-49;100.6
001C000001agWkkIAE;certified;Marketing & Communications Services;Business Products & Services;Italy;10-49;90.7
001C000001agWkkIAE;certified;Marketing & Communications Services;Business Products & Services;Italy;10-49;81.2
001C000001eZjr1IAC;certified;Education & Training Services;Education & Training Services;Ecuador;01-09;81.3
001C000000zjwbEIAQ;certified;Food & Beverage;Consumer Products & Services;United States;1000;80.4
001C000000zjwbEIAQ;certified;Food & Beverage;Consumer Products & Services;United States;1000;102.2
001C000000zjwbEIAQ;certified;Food & Beverage;Consumer Products & Services;United States;1000;108.7
001C000000zjwbEIAQ;certified;Food & Beverage;Consumer Products & Services;United States;250;120.5
001C000001nFMX6IAO;certified;Marketing & Communications Services;Business Products & Services;United States;10-49;85.2
0013b00001qFVPEAA4;certified;Other;Health & Human Services;United States;0;90.6
001C0000015Op39IAC;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;01-09;103.5
001C0000015Op39IAC;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;01-09;83.8
001C000001itrrbIAA;certified;Research & Design;Business Products & Services;Argentina;10-49;80.0
001C000001UBt1TIAT;certified;Healthcare Consulting;Health & Human Services;China;10-49;87.3
001C000001UBt1TIAT;certified;Healthcare Consulting;Health & Human Services;China;10-49;80.6
001C000001LNi8dIAD;certified;Management and Financial Consulting;Business Products & Services;United States;0;115.0
001C000001LNi8dIAD;certified;Management and Financial Consulting;Business Products & Services;United States;0;90.5
0013b00001o3mZ6AAI;certified;Investment Advisor;Financial Services;United States;10-49;94.1
0013b00001uN1hxAAC;certified;Education & Training Services;Education & Training Services;United Kingdom;01-09;113.3
001C000001lOK5QIAW;certified;Home & Personal Care;Consumer Products & Services;United States;10-49;83.5
001C000001eEiLkIAK;certified;Food & Beverage;Consumer Products & Services;Canada;01-09;101.9
001C000001eEiLkIAK;certified;Food & Beverage;Consumer Products & Services;Canada;01-09;110.4
0013b00001uN12uAAC;certified;Film & Music Production;Media;United Kingdom;01-09;108.8
001C000001ag8UuIAI;certified;Merchant Services;Business Products & Services;United States;10-49;88.2
001C000001ag8UuIAI;certified;Merchant Services;Business Products & Services;United States;10-49;86.9
001C000001P7syDIAR;certified;Investment Advisor;Financial Services;United States;01-09;122.0
001C000001P7syDIAR;certified;Investment Advisor;Financial Services;United States;01-09;120.8
001C000001P7syDIAR;certified;Investment Advisor;Financial Services;United States;01-09;111.0
001C000001bVojLIAS;certified;Electronics;Consumer Products & Services;Canada;10-49;91.7
001C000001nAtjlIAC;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Turkey;10-49;98.5
001C000001cipTnIAI;certified;Equity Investor - Developed Markets;Financial Services;United States;01-09;84.1
001C000001EuclDIAR;certified;Education & Training Services;Education & Training Services;United States;01-09;80.9
001C000001EuclDIAR;certified;Education & Training Services;Education & Training Services;United States;01-09;95.4
001C000000ziiZXIAY;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;106.1
001C000000ziiZXIAY;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;50-249;104.2
001C000000ziiZXIAY;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;10-49;112.7
001C000000ziiZXIAY;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;10-49;102.7
0013b00001nEXFfAAO;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;50-249;85.3
001C000001K0yslIAB;certified;Marketing & Communications Services;Business Products & Services;Australia;10-49;83.3
001C000001K0yslIAB;certified;Marketing & Communications Services;Business Products & Services;Australia;10-49;80.9
001C000001K0yslIAB;certified;Marketing & Communications Services;Business Products & Services;Australia;01-09;85.6
001C000001NtxJUIAZ;certified;Equity Investor - Developed Markets;Financial Services;United States;10-49;110.2
001C000001NtxJUIAZ;certified;Equity Investor - Developed Markets;Financial Services;United States;10-49;100.9
001C0000012dkGRIAY;certified;Storefront;Retail;Chile;50-249;107.0
001C0000012dkGRIAY;certified;Storefront;Retail;Chile;10-49;100.9
001C0000012dkGRIAY;certified;Storefront;Retail;Chile;10-49;100.3
001C000001ckZJoIAM;certified;Agricultural Services;Agriculture;China;10-49;81.5
001C000001kA0ntIAC;certified;Architecture/Design/Planning;Building;Brazil;10-49;80.1
0013b00001nEPRzAAO;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;01-09;108.0
001C000001eXwRFIA0;certified;Food & Beverage;Consumer Products & Services;United States;01-09;84.3
0013b00001uMxanAAC;certified;Food & Beverage;Consumer Products & Services;United Kingdom;01-09;102.1
001C000001jetzQIAQ;certified;Housewares  Home Furnishings  & Accessories;Consumer Products & Services;United States;250-999;80.5
0013b00001srcXPAAY;certified;IT Software & Services/Web Design;Business Products & Services;Canada;01-09;91.2
0013b00001u7WQoAAM;certified;Machinery & Equipment;Business Products & Services;Portugal;01-09;110.7
001C000001lLvbfIAC;certified;Restaurant;Restaurant  Hospitality & Travel;Spain;50-249;86.0
0013b00001p3E6kAAE;certified;Research & Design;Business Products & Services;Belgium;10-49;96.9
001C000001bVjmIIAS;certified;Recycling Services & Waste Management;Energy & Environmental Services;Brazil;50-249;96.1
0013b00001nEuvoAAC;certified;Accounting Services;Business Products & Services;United States;01-09;82.0
0013b00001nF6E2AAK;certified;Food & Beverage;Consumer Products & Services;Netherlands The;10-49;104.3
0013b00001tAViKAAW;certified;Investment Advisor;Financial Services;Spain;01-09;93.9
0013b00001o3iH5AAI;certified;Real Estate Development;Building;Italy;10-49;106.2
001C000001lLnrLIAS;certified;IT Software & Services/Web Design;Business Products & Services;Denmark;250-999;81.6
001C000001nGT8jIAG;certified;Food & Beverage;Consumer Products & Services;United Kingdom;50-249;81.8
0013b00001qECYJAA4;certified;Design/Build;Building;Canada;01-09;103.1
0013b00001qHtCaAAK;certified;Research & Design;Business Products & Services;United Kingdom;01-09;85.7
0013b00001qp1YEAAY;certified;Storefront;Retail;France;1000;85.2
001C000001UBEI6IAP;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United States;01-09;86.7
001C000001dg1B0IAI;certified;HR Consulting & Recruiting;Business Products & Services;Australia;0;87.9
001C000001Z6opyIAB;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United States;0;121.2
001C000001Z6opyIAB;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United States;0;99.7
001C000001k8PL6IAM;certified;Other;Business Products & Services;Argentina;01-09;84.7
001C000001UBHEtIAP;certified;Food & Beverage;Consumer Products & Services;Argentina;250-999;88.3
001C000001UBHEtIAP;certified;Food & Beverage;Consumer Products & Services;Argentina;250-999;86.1
001C000001nFj93IAC;certified;Accounting Services;Business Products & Services;United States;0;85.4
001C000001cj6jHIAQ;certified;Food & Beverage;Consumer Products & Services;Argentina;10-49;94.0
001C000001WkxvHIAR;certified;Management and Financial Consulting;Business Products & Services;United Arab Emirates;0;92.3
001C000001WkxvHIAR;certified;Management and Financial Consulting;Business Products & Services;United Arab Emirates;0;112.2
001C000001a0MtjIAE;certified;Healthcare Providers;Health & Human Services;United States;0;80.3
0013b00001qHZy0AAG;certified;IT Software & Services/Web Design;Business Products & Services;Switzerland;50-249;86.3
0013b00001ooRhTAAU;certified;Investment Advisor;Financial Services;France;0;82.1
001C000001mMXVLIA4;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;87.2
001C000001fhYpzIAE;certified;Management and Financial Consulting;Business Products & Services;United States;10-49;93.1
001C000001fhYpzIAE;certified;Management and Financial Consulting;Business Products & Services;United States;0;90.5
0013b00001uMoKZAA0;certified;IT Software & Services/Web Design;Business Products & Services;Italy;01-09;87.5
001C000001SHSAeIAP;certified;Healthcare Providers;Health & Human Services;Austria;01-09;112.9
001C000001SHSAeIAP;certified;Healthcare Providers;Health & Human Services;Austria;01-09;126.3
001C000001eXbFXIA0;certified;Credit Provider;Financial Services;Colombia;10-49;83.6
0013b00001p0u7GAAQ;certified;Sustainability Consulting;Business Products & Services;United States;50-249;96.2
001C000001NvtJnIAJ;certified;Travel & Leisure;Restaurant  Hospitality & Travel;New Zealand;10-49;93.7
001C000001NvtJnIAJ;certified;Travel & Leisure;Restaurant  Hospitality & Travel;New Zealand;10-49;83.4
001C000001WCjbtIAD;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Germany;01-09;114.6
001C000001MZAvAIAX;certified;Consumer Rewards;Consumer Products & Services;United States;10-49;84.0
001C000001MZAvAIAX;certified;Consumer Rewards;Consumer Products & Services;United States;10-49;84.3
001C000001fhZezIAE;certified;Film & Music Production;Media;United States;50-249;93.5
001C000001Xw2MxIAJ;certified;Other;Business Products & Services;Switzerland;01-09;104.9
001C000001Xw2MxIAJ;certified;Other;Business Products & Services;Switzerland;01-09;80.5
001C000001iusOMIAY;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;01-09;93.9
001C000001mVugCIAS;certified;Research & Design;Business Products & Services;United Kingdom;01-09;98.9
001C000001FJCs0IAH;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;100.2
001C000001FJCs0IAH;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;81.0
001C000001FJCs0IAH;certified;Home & Personal Care;Consumer Products & Services;United States;01-09;80.5
001C000001YlfCZIAZ;certified;Energy Efficiency & Consulting;Energy & Environmental Services;Chile;10-49;80.5
001C000001YlfCZIAZ;certified;Energy Efficiency & Consulting;Energy & Environmental Services;Chile;01-09;81.1
001C000001GqHPbIAN;certified;Research & Design;Business Products & Services;United States;01-09;87.8
001C000001GqHPbIAN;certified;Research & Design;Business Products & Services;United States;01-09;91.3
001C000001MEaDcIAL;certified;Healthcare Providers;Health & Human Services;United States;10-49;81.2
001C000001MEaDcIAL;certified;Healthcare Providers;Health & Human Services;United States;10-49;89.1
001C000001Cdt4IIAR;certified;Management and Financial Consulting;Business Products & Services;United States;01-09;154.7
001C000001Cdt4IIAR;certified;Management and Financial Consulting;Business Products & Services;United States;01-09;134.2
001C000001Cdt4IIAR;certified;Management and Financial Consulting;Business Products & Services;United States;0;81.0
001C000001ZzzvZIAR;certified;Architecture/Design/Planning;Building;United States;10-49;123.7
001C000001ZzzvZIAR;certified;Architecture/Design/Planning;Building;United States;01-09;84.8
0013b00001ooMhEAAU;certified;Food & Beverage;Consumer Products & Services;United Kingdom;10-49;81.4
001C000001iCxw1IAC;certified;Food & Beverage;Consumer Products & Services;United States;250-999;82.5
001C000001agcgbIAA;certified;Management and Financial Consulting;Business Products & Services;United States;0;99.4
001C000001iwuZCIAY;certified;Nonprofit Consulting & Fundraising;Business Products & Services;United States;01-09;122.3
0013b00001o4ZSUAA2;certified;Sustainability Consulting;Business Products & Services;France;10-49;87.7
001C000001dfcKSIAY;certified;Management and Financial Consulting;Business Products & Services;United Kingdom;10-49;107.3
001C000001mWB8gIAG;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;83.0
0013b00001nEAyXAAW;certified;Apparel  Footwear & Accessories;Consumer Products & Services;United Kingdom;0;84.1
001C000001Es5HnIAJ;certified;Machinery & Equipment;Business Products & Services;United States;50-249;91.0
001C000001iv6LKIAY;certified;Storefront;Retail;Canada;01-09;80.3
001C000001lMkR7IAK;certified;Investment Advisor;Financial Services;New Zealand;10-49;80.3
001C0000016oshgIAA;certified;Legal;Legal Services;Costa Rica;01-09;95.3
001C0000016oshgIAA;certified;Legal;Legal Services;Costa Rica;01-09;88.2
001C0000016oshgIAA;certified;Legal;Legal Services;Costa Rica;01-09;85.7
0013b00001qFbCKAA0;certified;;;United Kingdom;01-09;99.7
0013b00001t8bPiAAI;certified;Industrial Manufacturing;Business Products & Services;Denmark;01-09;85.9
001C000001EveM3IAJ;certified;Other;Consumer Products & Services;Netherlands The;10-49;82.3
001C000001EveM3IAJ;certified;Other;Consumer Products & Services;Netherlands The;01-09;84.8
0013b00001qGq7IAAS;certified;Home & Personal Care;Consumer Products & Services;United States;50-249;84.8
0013b00001ss3EaAAI;certified;Electronics;Consumer Products & Services;United Kingdom;50-249;89.3
001C000001J3eVsIAJ;certified;Apparel  Footwear & Accessories;Consumer Products & Services;Brazil;1000;80.6
0013b00001o3tE0AAI;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Mexico;10-49;97.2
001C000001ffyAHIAY;certified;Credit Provider;Financial Services;Australia;10-49;104.6
001C000001ffyAHIAY;certified;Credit Provider;Financial Services;Australia;10-49;113.2
001C000001iwRc0IAE;certified;Machinery & Equipment;Business Products & Services;Norway;01-09;87.6
0018000000OO2kiAAD;certified;Education & Training Services;Education & Training Services;United States;10-49;131.4
0018000000OO2kiAAD;certified;Education & Training Services;Education & Training Services;United States;10-49;151.5
0013b00001p1TIrAAM;certified;Sustainability Consulting;Business Products & Services;United States;01-09;100.9
001C000001h3NzmIAE;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;01-09;96.1
001C000000rqWK3IAM;certified;Marketing & Communications Services;Business Products & Services;United States;01-09;97.6
001C000000rqWK3IAM;certified;Marketing & Communications Services;Business Products & Services;United States;0;111.3
001C000000rqWK3IAM;certified;Marketing & Communications Services;Business Products & Services;United States;0;105.8
001C000000rqWK3IAM;certified;Marketing & Communications Services;Business Products & Services;United States;0;89.7
0013b00001p1gmIAAQ;certified;Sports Equipment  Toys & Accessories;Consumer Products & Services;United Kingdom;0;100.9
0013b00001qHq1cAAC;certified;Food & Beverage;Consumer Products & Services;United Kingdom;01-09;107.6
0013b00001p3QF0AAM;certified;Research & Design;Business Products & Services;United Kingdom;01-09;90.5
001C000001Jcl1mIAB;certified;Growers;Agriculture;United States;01-09;93.8
001C000001Jcl1mIAB;certified;Growers;Agriculture;United States;01-09;114.9
0013b00001qFoXEAA0;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;01-09;93.1
0013b00001rIuxOAAS;certified;Marketing & Communications Services;Business Products & Services;Canada;10-49;82.3
001C000001dg3JPIAY;certified;Food & Beverage;Consumer Products & Services;United States;50-249;87.6
0018000000PSEogAAH;certified;Investment Advisor;Financial Services;United States;01-09;157.8
0018000000PSEogAAH;certified;Investment Advisor;Financial Services;United States;01-09;149.4
0018000000PSEogAAH;certified;Investment Advisor;Financial Services;United States;01-09;139.1
0018000000PSEogAAH;certified;Investment Advisor;Financial Services;United States;01-09;118.2
001C000001WFSzGIAX;certified;IT Software & Services/Web Design;Business Products & Services;Australia;0;116.3
001C000001de8H6IAI;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Netherlands The;50-249;179.8
001C000001de8H6IAI;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Netherlands The;50-249;148.9
001C000000rqD8DIAU;certified;Food & Beverage;Consumer Products & Services;United States;250-999;122.5
001C000000rqD8DIAU;certified;Food & Beverage;Consumer Products & Services;United States;250-999;116.6
001C000000rqD8DIAU;certified;Food & Beverage;Consumer Products & Services;United States;250-999;107.6
